370100,39,75,128,7,62,
750,1,2,1,1,268,
248000,26,64,132,6,71,
281600,31,56,129,19,69,
278000,35,59,136,15,63,
680850,50,83,121,14,55,
340750,33,69,118,6,79,
413900,43,70,130,4,68,
362550,31,71,144,4,53,
350000,49,60,133,13,66,
614350,43,130,87,4,51,
346600,23,134,69,0,69,
425950,44,59,167,4,42,
638200,41,131,100,1,40,
